opportunity_id,outcome,primary_loss_reason,primary_win_reason,loss_reason_detail,decision_process_notes,champion_strength,procurement_friction_flag,competitor_capture_completeness,record_completeness_score
341,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,mixed,false,low,0.43
342,won,,Executive alignment and stronger services plan,,,mixed,,high,0.89
343,lost,weak_champion_internal_politics,,,late-stage decision path remained fuzzy,unknown,false,medium,0.58
344,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,high,0.92
345,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,,medium,0.91
346,won,,Best workflow match for cross-border operations,,,strong,,high,0.91
347,lost,no_decision,,project paused after steering committee could not commit,,mixed,false,medium,0.58
348,lost,competitor,,,,weak,false,low,0.49
349,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,medium,0.89
350,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,,high,0.95
351,lost,product_gap,,,,weak,true,high,0.61
352,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,mixed,false,low,0.54
353,lost,weak_champion_internal_politics,,,late-stage decision path remained fuzzy,mixed,false,low,0.61
354,lost,,,pricing came in above internal threshold after procurement review,late-stage decision path remained fuzzy,mixed,false,medium,0.32
355,lost,competitor,,,,weak,true,medium,0.49
356,won,,Best workflow match for cross-border operations,,,strong,false,medium,0.9
357,lost,product_gap,,needed deeper compliance edge cases for certain corridors,late-stage decision path remained fuzzy,weak,true,low,0.58
358,lost,price,,pricing came in above internal threshold after procurement review,,mixed,false,medium,0.54
359,lost,,,,late-stage decision path remained fuzzy,unknown,false,medium,0.39
360,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,unknown,,high,0.91
361,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.94
362,lost,no_decision,,project paused after steering committee could not commit,late-stage decision path remained fuzzy,weak,false,low,0.53
363,won,,Incumbent relationship and lower switching risk,,,strong,true,low,0.96
364,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,medium,0.96
365,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,,medium,0.96
366,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,unknown,,high,0.93
367,lost,product_gap,,needed deeper compliance edge cases for certain corridors,late-stage decision path remained fuzzy,unknown,false,medium,0.5
368,won,,Incumbent relationship and lower switching risk,,,strong,,medium,0.95
369,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,true,high,0.9
370,lost,,,initial sponsor changed roles and support faded,,mixed,false,medium,0.54
371,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,medium,0.93
372,lost,competitor,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,weak,false,medium,0.31
373,lost,,,,,mixed,false,low,0.38
374,lost,competitor,,incumbent competitor kept the global trade team aligned,,weak,false,low,0.4
375,lost,no_decision,,,,mixed,false,medium,0.37
376,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.95
377,lost,competitor,,,,weak,false,low,0.57
378,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,unknown,false,high,0.45
379,lost,timing,,,,strong,false,high,0.49
380,lost,competitor,,incumbent competitor kept the global trade team aligned,,weak,true,low,0.47
381,lost,price,,pricing came in above internal threshold after procurement review,,weak,false,low,0.44
382,lost,no_decision,,project paused after steering committee could not commit,,weak,false,low,0.54
383,lost,product_gap,,,,weak,false,low,0.43
384,lost,budget,,budget shifted to warehouse modernization workstream,late-stage decision path remained fuzzy,unknown,false,medium,0.47
385,lost,timing,,timeline slipped and rollout moved into next planning cycle,,weak,false,low,0.48
386,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,medium,0.95
387,lost,price,,pricing came in above internal threshold after procurement review,,weak,false,medium,0.44
388,lost,,,budget shifted to warehouse modernization workstream,late-stage decision path remained fuzzy,weak,false,low,0.44
389,lost,timing,,timeline slipped and rollout moved into next planning cycle,,unknown,false,low,0.57
390,lost,procurement_legal_friction,,,,mixed,true,high,0.49
391,lost,competitor,,incumbent competitor kept the global trade team aligned,,weak,true,medium,0.4
392,lost,weak_champion_internal_politics,,,,unknown,false,medium,0.48
393,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,late-stage decision path remained fuzzy,weak,false,low,0.45
394,lost,timing,,timeline slipped and rollout moved into next planning cycle,,mixed,true,high,0.5
395,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,late-stage decision path remained fuzzy,weak,true,medium,0.46
396,lost,no_decision,,,late-stage decision path remained fuzzy,mixed,false,low,0.58
397,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,unknown,false,low,0.49
398,lost,no_decision,,project paused after steering committee could not commit,,weak,false,low,0.54
399,lost,,,initial sponsor changed roles and support faded,late-stage decision path remained fuzzy,unknown,false,medium,0.33
400,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,mixed,,high,0.95
401,lost,price,,pricing came in above internal threshold after procurement review,,strong,false,high,0.54
402,lost,timing,,,late-stage decision path remained fuzzy,weak,false,low,0.4
403,lost,price,,pricing came in above internal threshold after procurement review,,weak,false,medium,0.37
404,lost,price,,pricing came in above internal threshold after procurement review,,weak,false,medium,0.49
405,lost,procurement_legal_friction,,,,strong,false,low,0.44
406,lost,competitor,,,,weak,false,low,0.41
407,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,unknown,false,medium,0.92
408,won,,Incumbent relationship and lower switching risk,,,strong,false,high,0.96
409,lost,budget,,,late-stage decision path remained fuzzy,mixed,false,low,0.48
410,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,false,medium,0.94
411,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.93
412,won,,Executive alignment and stronger services plan,,,strong,,low,0.97
413,lost,no_decision,,project paused after steering committee could not commit,late-stage decision path remained fuzzy,mixed,false,low,0.47
414,lost,no_decision,,project paused after steering committee could not commit,late-stage decision path remained fuzzy,unknown,false,low,0.58
415,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,late-stage decision path remained fuzzy,strong,false,low,0.57
416,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.96
417,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,,medium,0.96
418,lost,,,initial sponsor changed roles and support faded,late-stage decision path remained fuzzy,mixed,false,low,0.56
419,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,weak,true,low,0.44
420,lost,product_gap,,needed deeper compliance edge cases for certain corridors,,unknown,false,high,0.55
421,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,unknown,,medium,0.92
422,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,,high,0.96
423,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,mixed,,medium,0.89
424,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,high,0.93
425,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,mixed,,high,0.96
426,lost,price,,,,weak,false,low,0.56
427,lost,timing,,timeline slipped and rollout moved into next planning cycle,late-stage decision path remained fuzzy,strong,false,medium,0.57
428,lost,price,,pricing came in above internal threshold after procurement review,late-stage decision path remained fuzzy,unknown,true,medium,0.43
429,lost,timing,,,late-stage decision path remained fuzzy,weak,false,low,0.38
430,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,false,high,0.95
431,won,,Best workflow match for cross-border operations,,,mixed,,low,0.96
